spaceFormID,spaceDisplayName,spaceEditorID,isWorldspace,isInstanceable
1575508,PackInREPackIn_CampStorageCell,,0,0
1575510,COPY0108,,0,0
1575512,COPY0052,,0,0
1575514,PackInREPackIn_SceneStorageCell,,0,0
1578293,COPY0186,,0,0
1578295,COPY0185,,0,0
1578297,COPY0184,,0,0
1578299,COPY0183,,0,0
1578301,COPY0182,,0,0
1578303,COPY0181,,0,0
1578305,COPY0180,,0,0
1578307,COPY0179,,0,0
1578309,COPY0178,,0,0
1578311,COPY0177,,0,0
1578313,COPY0176,,0,0
1578315,COPY0175,,0,0
1578317,COPY0174,,0,0
1578319,COPY0173,,0,0
1578321,COPY0172,,0,0
1578323,COPY0171,,0,0
1578325,COPY0170,,0,0
1578327,COPY0169,,0,0
1578329,COPY0168,,0,0
1578331,COPY0167,,0,0
1578333,COPY0166,,0,0
1578335,COPY0165,,0,0
1578337,COPY0164,,0,0
1578339,COPY0163,,0,0
1578341,COPY0162,,0,0
1578343,COPY0161,,0,0
1578345,COPY0160,,0,0
1578347,COPY0159,,0,0
1578349,COPY0158,,0,0
1578351,COPY0157,,0,0
1578353,COPY0156,,0,0
1578355,COPY0155,,0,0
1578357,COPY0154,,0,0
1578359,COPY0153,,0,0
1578361,COPY0152,,0,0
1578363,COPY0151,,0,0
1578365,COPY0150,,0,0
1578367,COPY0149,,0,0
1578369,COPY0148,,0,0
1578371,COPY0147,,0,0
1578373,COPY0146,,0,0
1578375,COPY0145,,0,0
1578377,COPY0144,,0,0
1578379,COPY0143,,0,0
1578381,COPY0142,,0,0
1578383,COPY0141,,0,0
1578385,COPY0140,,0,0
1578387,COPY0139,,0,0
1578389,COPY0138,,0,0
1578391,COPY0137,,0,0
1578393,COPY0136,,0,0
1578395,COPY0135,,0,0
1578397,COPY0134,,0,0
1578399,COPY0133,,0,0
1578401,COPY0132,,0,0
1578403,COPY0131,,0,0
1578405,COPY0130,,0,0
1578407,COPY0129,,0,0
1578409,COPY0128,,0,0
1578411,COPY0127,,0,0
1578413,COPY0126,,0,0
1578415,COPY0125,,0,0
1578417,COPY0124,,0,0
1578419,COPY0123,,0,0
1578421,COPY0122,,0,0
1578423,COPY0121,,0,0
1578425,COPY0120,,0,0
1578427,COPY0119,,0,0
1578429,COPY0118,,0,0
1578431,COPY0117,,0,0
1578433,COPY0116,,0,0
1578435,COPY0115,,0,0
1578437,COPY0114,,0,0
1578439,COPY0113,,0,0
1578441,COPY0112,,0,0
1579381,COPY0187,,0,0
1582878,COPY0188,,0,0
1582880,COPY0109,,0,0
1585505,COPY0189,,0,0
1585987,PackInElevatorVaultPackInStorageCell,,0,0
1586625,COPY0191,,0,0
1586627,COPY0190,,0,0
159713,PackInTreeThicket01StorageCell,,0,0
161272,DebugCompanions,,0,0
1617498,PackInMultiBarredDoorSinglePackIn02StorageCell,,0,0
1617501,PackInBarredDoorDoublePackIn01StorageCell,,0,0
1617505,PackInMultiBarredDoorSinglePackIn01StorageCell,,0,0
1617510,PackInBarredDoorSinglePackIn01StorageCell,,0,0
1618159,PackInBarredDoorSinglePackIn02StorageCellDUPLICATE000,,0,0
1635908,PackInDummy_44weapStorageCell,,0,0
1635909,PackInDummy_CombatRifleStorageCell,,0,0
1641647,COPY0195,,0,0
1646228,PackInRelayTowerPackInStorageCell,,0,0
1649486,COPY0196,,0,0
1650103,COPY0199,,0,0
1650105,PackInBld03FrontBrickACom01_PackInStorageCell,,0,0
1650107,PackInBld03CornerBrickACom01_PackInStorageCell,,0,0
1650109,PackInBld03CornerBrickACom01Open01_PackInStorageCell,,0,0
1650111,COPY0198,,0,0
1650113,COPY0197,,0,0
1650115,COPY0196DUPLICATE000,,0,0
1650117,PackInBld02CornerBrickACom02_PackInStorageCell,,0,0
1650119,PackInBld02CornerBrickACom01_PackInStorageCell,,0,0
1650121,PackInBld02Angle45BrickACom01_PackInStorageCell,,0,0
1650123,PackInBld04AddFirescape01_PackInStorageCell,,0,0
1653461,PackInKlaxonLightPackInStorageCell,,0,0
1653821,COPY0200,,0,0
1661693,COPY0211,,0,0
1661695,COPY0210,,0,0
1661697,COPY0209,,0,0
1661699,COPY0208,,0,0
1661701,COPY0207,,0,0
1661703,COPY0206,,0,0
1661705,COPY0205,,0,0
1661707,COPY0204,,0,0
1661709,COPY0203,,0,0
1661711,COPY0202,,0,0
1661713,COPY0201,,0,0
1661715,COPY0200DUPLICATE000,,0,0
1674631,,,0,0
1674632,PackInDummy_WeapMelee_AllStorageCell,,0,0
1674633,PackInDummy_Weap_All_BigStorageCell,,0,0
1674634,,,0,0
1674635,PackInDummy_Weap_All_LongStorageCell,,0,0
1674636,PackInDummy_Weap_All_ShortStorageCell,,0,0
1674637,PackInDummy_Chems_PrewarStorageCell,,0,0
1674638,PackInDummy_Food_Meat_RawStorageCell,,0,0
1674639,PackInDummy_Food_AllStorageCell,,0,0
1674640,,,0,0
1674641,,,0,0
1674642,PackInDummy_Ammo_44weapStorageCell,,0,0
1674643,PackInDummy_Ammo_PlasmaCartridgeStorageCell,,0,0
1674644,,,0,0
1674645,,,0,0
1674646,PackInDummy_Ammo_LaserMusketStorageCell,,0,0
1674647,PackInDummy_Ammo_GammaGunStorageCell,,0,0
1674648,PackInDummy_GammaGunStorageCell,,0,0
1674649,PackInDummy_Ammo_FlareStorageCell,,0,0
1674650,PackInDummy_Ammo_CombatRifleStorageCell,,0,0
1674651,,,0,0
1674652,PackInDummy_TommyGunStorageCell,,0,0
1674653,PackInDummy_Ammo_TommyGunStorageCell,,0,0
1674654,PackInDummy_LaserGunStorageCell,,0,0
1674655,,,0,0
1674656,PackInDummy_WeapMelee_SledgehammerStorageCell,,0,0
1674657,,,0,0
1674658,,,0,0
1674659,,,0,0
1674660,,,0,0
1674661,PackInDummy_PlasmaGun_PistolStorageCell,,0,0
1674662,,,0,0
1674663,,,0,0
1674664,,,0,0
1674665,,,0,0
1674666,,,0,0
1674667,PackInDummy_HuntingRifle_SniperStorageCell,,0,0
1675337,PackInDummy_Weap_PlasmaGun_RifleAutomaticStorageCell,,0,0
1675338,PackInDummy_Weap_PlasmaGun_ShotgunStorageCell,,0,0
1675339,,,0,0
1675340,PackInDummy_Weap_PipeBoltAction_RifleStorageCell,,0,0
1675341,PackInDummy_Weap_PipeBoltAction_PistolStorageCell,,0,0
1675342,PackInDummy_Weap_Pipe_All_ShortStorageCell,,0,0
1675343,PackInDummy_Weap_Pipe_All_LongStorageCell,,0,0
1675344,PackInDummy_WeapMelee_LeadPipeStorageCell,,0,0
1675345,PackInDummy_Weap_LaserMusket_ShortStorageCell,,0,0
1675346,,,0,0
1675347,,,0,0
1675348,,,0,0
1675349,PackInDummy_Weap_LaserGunBlue_ShotgunStorageCell,,0,0
1675350,PackInDummy_Weap_LaserGunBlue_SemiautoStorageCell,,0,0
1675351,PackInDummy_Weap_LaserGunBlue_RifleStorageCell,,0,0
1675352,,,0,0
1675353,PackInDummy_Weap_LaserGunBlue_PistolStorageCell,,0,0
1675354,PackInDummy_Weap_LaserGunBlue_AutomaticStorageCell,,0,0
1675355,,,0,0
1675356,PackInDummy_Weap_LaserGunBlueStorageCell,,0,0
1675357,PackInDummy_Weap_LaserGun_SubmachineGunStorageCell,,0,0
1675358,,,0,0
1675359,,,0,0
1675360,PackInDummy_Weap_LaserGun_RifleShortStorageCell,,0,0
1675361,,,0,0
1675362,,,0,0
1675363,,,0,0
1675364,PackInDummy_Weap_HuntingRifle_ShortRifleStorageCell,,0,0
1675365,PackInDummy_Weap_CombatShotgun_ShortRifleStorageCell,,0,0
1675366,,,0,0
1675367,,,0,0
1675368,PackInDummy_Weap_CombatRifle_SniperStorageCell,,0,0
1675369,,,0,0
1675370,,,0,0
1675371,PackInDummy_Weap_10mm_Pistol_SemiAutoStorageCell,,0,0
1675372,,,0,0
1694593,COPY0215,,0,0
1694595,COPY0214,,0,0
1694597,COPY0213,,0,0
1694599,COPY0074,,0,0
1701066,COPY0224,,0,0
1701068,COPY0223,,0,0
1701070,COPY0222,,0,0
1701072,COPY0221,,0,0
1701074,COPY0220,,0,0
1701076,COPY0219,,0,0
1701078,COPY0218,,0,0
1701080,COPY0217,,0,0
1701082,COPY0216,,0,0
1702104,COPY0226,,0,0
1702106,COPY0225,,0,0
1703159,COPY0217DUPLICATE000,,0,0
1703161,COPY0216DUPLICATE000,,0,0
1706851,COPY0291,,0,0
1721786,COPY0248,,0,0
1721788,COPY0247,,0,0
1721790,COPY0246,,0,0
1721792,COPY0245,,0,0
1721794,COPY0244,,0,0
1721796,COPY0243,,0,0
1721798,COPY0242,,0,0
1721800,COPY0241,,0,0
1721802,COPY0240,,0,0
1721804,COPY0239,,0,0
1721806,COPY0238,,0,0
1721808,COPY0237,,0,0
1721810,COPY0236,,0,0
1721812,COPY0235,,0,0
1721814,COPY0234,,0,0
1721816,COPY0233,,0,0
1721818,COPY0232,,0,0
1721820,COPY0231,,0,0
1721822,COPY0230,,0,0
1721824,COPY0229,,0,0
1721826,COPY0228,,0,0
1721828,COPY0227,,0,0
1724080,COPY0250,,0,0
1724082,COPY0249,,0,0
1730228,WarehouseClutter,Workbench Bonanza,0,0
1732677,COPY0290,,0,0
1732679,COPY0292,,0,0
1732769,PackInLvlMirelurkAmbushHiddenPackInStorageCell,,0,0
1738192,COPY0251,,0,0
1739936,COPY0252,,0,0
1742022,COPY0293,,0,0
1748313,COPY0300,,0,0
1749690,COPY0294,,0,0
1772313,COPY0311,,0,0
1772316,COPY0309,,0,0
1772318,COPY0308,,0,0
1772320,COPY0307,,0,0
1772322,COPY0306,,0,0
1772324,COPY0305,,0,0
1772326,COPY0304,,0,0
1772328,COPY0303,,0,0
1772330,COPY0302,,0,0
1772332,COPY0301,,0,0
1772334,COPY0299,,0,0
1772336,COPY0298,,0,0
1772338,COPY0297,,0,0
1772342,COPY0295,,0,0
177453,PackInCeilingFanWithLightStorageCell,,0,0
1775929,COPY0314,,0,0
1775931,COPY0313,,0,0
1775933,COPY0312,,0,0
1775935,COPY0310,,0,0
178441,COPY0257,,0,0
1788899,COPY0317,,0,0
1788901,COPY0316,,0,0
1788903,COPY0315,,0,0
1804518,COPY0318,,0,0
1825700,PackInDMPTargetPracticePackInStorageCell,,0,0
1835315,PackInPowerLiftMiniCartPackInStorageCell,,0,0
183803,PackInExitSign01PackInStorageCell,,0,0
183805,PackInEmergencyLights01PackInStorageCell,,0,0
1865583,COPY0344,,0,0
1865585,COPY0343,,0,0
1865587,COPY0342,,0,0
1865589,COPY0341,,0,0
1865591,COPY0340,,0,0
1865593,COPY0339,,0,0
1865595,COPY0338,,0,0
1865597,COPY0337,,0,0
1865599,COPY0336,,0,0
1865601,COPY0335,,0,0
1865603,COPY0334,,0,0
1865605,COPY0333,,0,0
1865607,COPY0332,,0,0
1865609,COPY0331,,0,0
1865611,COPY0330,,0,0
1865613,COPY0329,,0,0
1865615,COPY0328,,0,0
1865617,COPY0327,,0,0
1865619,COPY0326,,0,0
1865621,COPY0325,,0,0
1865623,COPY0324,,0,0
1865625,COPY0323,,0,0
1865627,COPY0322,,0,0
1865629,COPY0321,,0,0
1865631,COPY0320,,0,0
1865633,COPY0319,,0,0
1886368,COPY0345,,0,0
1903270,PackInLvlMirelurkKingAmbushWaterPackInStorageCell,,0,0
1924749,,,0,0
193173,REHoldingCell,Quick Test Cell,0,0
1964781,,,0,0
1964782,,,0,0
1964783,,,0,0
1964784,,,0,0
1964785,,,0,0
1964786,,,0,0
1964788,,,0,0
1964790,,,0,0
1964791,,,0,0
1964792,,,0,0
1964793,,,0,0
1964794,,,0,0
1964795,,,0,0
1964796,,,0,0
1964797,,,0,0
1964798,,,0,0
1964799,,,0,0
1964800,,,0,0
1964802,,,0,0
1964803,,,0,0
1964804,,,0,0
1964805,,,0,0
1964806,,,0,0
1964807,,,0,0
1964808,,,0,0
1973746,,,0,0
1984737,,,0,0
1984738,,,0,0
1984739,,,0,0
1989109,,,0,0
1994095,,,0,0
1994096,,,0,0
1994097,,,0,0
1994098,,,0,0
1994099,,,0,0
1994100,,,0,0
1994101,PackInIndGreeb12StorageCell,,0,0
2015749,CombatZone02,Quick Test Cell,0,0
2020291,,,0,0
2025201,,,0,0
2025202,,,0,0
2025203,,,0,0
2064879,,,0,0
2065734,PackInDN136_KlaxonDestPackInStorageCell,,0,0
2067093,,,0,0
2067094,PackInGenericExteriorClutter27StorageCell,,0,0
2067095,,,0,0
2067096,,,0,0
2067097,,,0,0
2067098,,,0,0
2067099,,,0,0
2067100,,,0,0
2067101,,,0,0
2067102,,,0,0
2067103,,,0,0
2067104,,,0,0
2067105,,,0,0
2067106,,,0,0
2067107,,,0,0
2067108,PackInGenericExteriorClutter13StorageCell,,0,0
2067109,,,0,0
2067110,,,0,0
2067111,,,0,0
2067112,,,0,0
2067113,,,0,0
2067114,PackInGenericExteriorClutter07StorageCell,,0,0
2067115,,,0,0
2067116,,,0,0
2067117,,,0,0
2067118,,,0,0
2067119,,,0,0
2067120,PackInGenericExteriorClutter01StorageCell,,0,0
2070057,,,0,0
2070058,,,0,0
2070059,PackInGenericExteriorClutter29StorageCell,,0,0
2075403,,,0,0
2075404,,,0,0
2087384,,,0,0
2112279,,,0,0
2112281,,,0,0
2112282,,,0,0
2112283,,,0,0
2112286,,,0,0
2142255,,,0,0
2142256,,,0,0
2142257,,,0,0
2142258,,,0,0
2147951,,,0,0
2147952,,,0,0
2147953,,,0,0
2147954,,,0,0
2147955,PackInGenericExteriorClutter35StorageCell,,0,0
2147956,,,0,0
2149684,,,0,0
2149685,,,0,0
2156721,PackInGenericExteriorClutter40StorageCell,,0,0
2158685,,,0,0
2158686,,,0,0
2158687,,,0,0
2158688,,,0,0
2158689,,,0,0
2158690,,,0,0
2158691,,,0,0
2158692,,,0,0
2158693,,,0,0
2158884,WarehouseMusic,Quick Test Cell,0,0
2164161,,,0,0
2164162,,,0,0
2164163,,,0,0
2164164,,,0,0
2167495,,,0,0
2167496,,,0,0
2167497,,,0,0
2167498,,,0,0
2167499,,,0,0
2167500,,,0,0
2167501,,,0,0
2167502,,,0,0
2167503,,,0,0
2167504,,,0,0
2167505,,,0,0
2167506,,,0,0
2167507,,,0,0
2167508,,,0,0
2167509,,,0,0
2167510,,,0,0
2167511,,,0,0
2167512,,,0,0
2167513,,,0,0
2167514,,,0,0
2167515,,,0,0
2167516,,,0,0
2167517,,,0,0
2167518,,,0,0
2167519,,,0,0
2167520,,,0,0
2167521,,,0,0
2170215,PackInGenericExteriorClutter47StorageCell,,0,0
2170216,PackInGenericExteriorClutter46StorageCell,,0,0
2170217,,,0,0
2170218,,,0,0
2170219,,,0,0
2170220,,,0,0
2170221,,,0,0
2170222,,,0,0
2179499,,,0,0
2179500,,,0,0
2179501,,,0,0
2190403,,,0,0
220035,PackInCorvegaRoundLampBlueGreenStorageCell,,0,0
2209571,,,0,0
2209572,,,0,0
2214507,,,0,0
2214508,,,0,0
2214509,,,0,0
2214510,,,0,0
2214511,,,0,0
2214512,,,0,0
2214515,,,0,0
2214516,,,0,0
2214517,,,0,0
2214518,,,0,0
2214519,,,0,0
2228269,,,0,0
2228270,,,0,0
2228271,,,0,0
2228272,,,0,0
2228273,,,0,0
2228274,,,0,0
2228275,,,0,0
2228276,,,0,0
2228278,,,0,0
2228279,,,0,0
2228280,,,0,0
2241490,,,0,0
2241491,,,0,0
2241492,,,0,0
2241493,,,0,0
2241494,,,0,0
2241495,,,0,0
2241496,,,0,0
2241497,,,0,0
2245549,,,0,0
2245551,,,0,0
2245552,PackInDecal_Gunner01SmallStorageCell,,0,0
2245694,,,0,0
224840,PackInLightingSetForQuickSetUp01NoShadowLightsStorageCell,,0,0
224841,PackInLightingSetForQuickSetUp01StorageCell,,0,0
2249435,PackInCanneryRetort01PackInStorageCell,,0,0
2255311,,,0,0
2255312,,,0,0
2274795,,,0,0
2274796,,,0,0
2277870,,,0,0
2282202,,,0,0
2282203,PackInSuperMutantCamp04StorageCell,,0,0
2282204,,,0,0
2282205,,,0,0
2285724,,,0,0
2286393,,,0,0
2286394,,,0,0
2286395,,,0,0
2286396,,,0,0
2286397,,,0,0
2286398,,,0,0
2286399,,,0,0
2286400,,,0,0
2286401,,,0,0
2286402,,,0,0
2286403,,,0,0
2293467,,,0,0
2294577,,,0,0
2304113,,,0,0
2323840,,,0,0
2388740,,,0,0
2394096,,,0,0
2394821,PackInBuoy_Bell_RedStorageCell,,0,0
2394822,PackInBuoy_Bell_GreenStorageCell,,0,0
2400673,ccZSEFO4002Interior01,Quick Test Cell,0,0
2400674,ccTOSFO4002Interior01,Quick Test Cell,0,0
2401006,ccZSEFO4VLTInterior01,Quick Test Cell,0,0
2401007,ccTOSFO4VLTInterior01,Quick Test Cell,0,0
2401008,ccEEJFO4VLTInterior01,Quick Test Cell,0,0
2401049,VRWorkshopSharedHoldingCell,,0,0
2401203,ccEEJFO4003,,0,0
2401263,ccEEJFO4VLTInterior02,Quick Test Cell,0,0
252286,PackInLvlMirelurkAmbushWaterPackInStorageCell,,0,0
252289,PackInLvlBloodbugAmbushWallPackInStorageCell,,0,0
252290,PackInLvlBloodbugAmbushGroundPackInStorageCell,,0,0
252291,PackInLvlBloodbugAmbushCeilingShortPackInStorageCell,,0,0
252292,PackInLvlBloodbugAmbushCeilingPackInStorageCell,,0,0
254062,PackInBarredDbDoorChained01StorageCell,,0,0
254167,PackInPfbDoorChained01StorageCell,,0,0
271434,COPY0263,,0,0
271440,COPY0262,,0,0
271443,COPY0261,,0,0
271446,COPY0260,,0,0
288355,REHoldingCellTraderRylee,Quick Test Cell,0,0
293369,PackInDN085RadioactiveGeyserStorageCell,,0,0
306535,PackInNukaColaMachineStorageCellDUPLICATE000,,0,0
334151,WarehouseAmbushes,Quick Test Cell,0,0
338443,PackInShackWallDoorSet02StorageCell,,0,0
351446,COPY0264,,0,0
351969,PackInPregnantRoachCritterStorageCell,,0,0
353427,PackInRoundLampandBeamStorageCell,,0,0
356648,PackInLvlMoleratAmbushLongStorageCell,,0,0
356649,PackInLvlMoleratAmbushShortStorageCell,,0,0
356650,PackInLvlRadRoachAmbushFloorStorageCell,,0,0
356651,PackInLvlRadRoachAmbushWallStorageCell,,0,0
358243,DebugJPSA,Companion Situational Awareness,0,0
362886,PackInPortADinerPackinStorageCell,,0,0
37,NavMeshGenCell,,0,0
377810,PackInLightBulbChandelier_LargeStorageCell,,0,0
377811,PackInLightBulbChandelier_SmallStorageCell,,0,0
402759,WorkshopHoldingCell,Quick Test Cell,0,0
414067,PackInShellBrick3Story2x5StorageCell,,0,0
432148,COPY0253,,0,0
470572,PackInCeilingLight01StorageCell,,0,0
470573,PackInCeilingLight02StorageCell,,0,0
470574,PackInDeskOfficeLampStorageCell,,0,0
470575,PackInFancyLight01PackInStorageCell,,0,0
470576,PackInFluorescentLightPackInStorageCell,,0,0
470577,PackInFluorescentLightThinPackInStorageCell,,0,0
470578,PackInHoodedLamp01PackInStorageCell,,0,0
470579,PackInHoodedLamp02PackInStorageCell,,0,0
470580,PackInHoodedLamp03PackInStorageCell,,0,0
470581,PackInLanternStorageCell,,0,0
470582,PackInLightBulbHanging01StorageCell,,0,0
470583,PackInRoundLampStorageCell,,0,0
470584,PackInSubwayLight01StorageCell,,0,0
470585,PackInSubwayLight02StorageCell,,0,0
470586,PackInTrackLightsPackInStorageCell,,0,0
471795,COPY0267,,0,0
471804,COPY0266,,0,0
471820,COPY0265,,0,0
511651,PackInLvlMoleratAggro512LongStorageCellDUPLICATE001,,0,0
511652,PackInLvlMoleratAggro512ShortStorageCellDUPLICATE000,,0,0
512637,PackInLvlBloodbugAggro650CeilingShortPackInStorageCell,,0,0
512638,PackInLvlBloodbugAggro650CeilingTallPackInStorageCell,,0,0
512639,PackInLvlBloodbugAggro650GroundPackInStorageCell,,0,0
512640,PackInLvlBloodbugAggro650WallPackInStorageCell,,0,0
512641,PackInLvlMirelurkAggro1670WaterStorageCell,,0,0
512642,PackInLvlMirelurkAggro1670GroundDirtStorageCell,,0,0
512644,PackInLvlRadRoachAggro880WallStorageCell,,0,0
512647,PackInLvlRadRoachAggro880FloorStorageCell,,0,0
529829,WarehouseBathrooms,Quick Test Cell,0,0
540658,PackInLvlBloatflyAggro512GroundPackInStorageCell,,0,0
540659,PackInLvlBloatflyAggro512WallPackInStorageCell,,0,0
540660,PackInLvlBloatflyAggro512CeilingPackInStorageCell,,0,0
540661,PackInLvlBloatflyAggro1500GroundPackInStorageCell,,0,0
540662,PackInLvlBloatflyAggro1500WallPackInStorageCell,,0,0
540663,PackInLvlBloatflyAggro1500CeilingPackInStorageCell,,0,0
540664,PackInLvlBloatflyAmbushGroundPackInStorageCell,,0,0
540665,PackInLvlBloatflyAmbushWallPackInStorageCell,,0,0
540666,PackInLvlBloatflyAmbushCeilingPackInStorageCell,,0,0
540667,PackInLvlMirelurkAmbushDirtPackInStorageCell,,0,0
540668,PackInLvlStingwingAggro1500WallPackInStorageCell,,0,0
540669,PackInLvlStingwingAggro1024WallPackInStorageCell,,0,0
540670,PackInLvlStingwingAmbushWallPackInStorageCell,,0,0
544002,PackInLvlFeralGhoulAmbushMantelPackInStorageCell,,0,0
544003,PackInLvlFeralGhoulAggro800MantelPackInStorageCell,,0,0
562071,PackInDeskLamp01PackInStorageCellDUPLICATE000,,0,0
562072,PackInDeskLamp02PackInStorageCell,,0,0
562073,PackInFloorLampPackInStorageCell,,0,0
562215,PackInBloodbugFeedBrahminCorpseStorageCell,,0,0
565565,MS13HoldingCell,Quick Test Cell,0,0
572347,COPY0268,,0,0
573039,PackInGameJam_Tree_OrangeStorageCell,,0,0
573551,COPY0279,,0,0
573553,COPY0278,,0,0
573569,COPY0277,,0,0
573575,COPY0276,,0,0
573577,COPY0275,,0,0
573580,COPY0274,,0,0
573582,COPY0273,,0,0
573584,COPY0272,,0,0
573590,COPY0271,,0,0
573608,COPY0270,,0,0
573614,COPY0269,,0,0
573617,COPY0268DUPLICATE000,,0,0
583573,PackInOilLampOnPackInStorageCell,,0,0
584706,PackInCeilingLightHangingCageStorageCell,,0,0
